generation,idx,cpu_m,mem_mib,replicas,f1,f2,f3,throughput_rps,cpu_throttle_rate,mem_peak_ratio,rank,crowding_distance,status,eval_time_s
6,3,100,128,1,0.7358345511951612,0.225,-2.280047650126778,2.280047650126778,0.8900650984840723,0.58160400390625,0,inf,ok,234.98419833183289
6,4,450,384,3,0.4544681407323298,2.4749999999999996,-24.828948194185116,24.828948194185116,0.7114163433136179,0.19751993815104166,0,0.4224778814924993,ok,265.7718868255615
6,5,300,128,2,0.6575541532514412,0.85,-11.04593082053877,11.04593082053877,0.7526388240810074,0.562469482421875,0,0.33387967720667827,ok,263.29306840896606
6,6,550,128,3,0.7007797619056619,2.0250000000000004,-30.693725378094353,30.693725378094353,0.8048798363113238,0.5966796875,0,0.3836435149556718,ok,147.7056438922882
6,7,500,512,1,0.48058548653742894,1.0,-9.766149376111,9.766149376111,0.8119934218053266,0.14917755126953125,0,0.14869306691004774,ok,214.3210117816925
6,8,350,768,3,0.4078279361943,3.3000000000000003,-18.27641773589354,18.27641773589354,0.7200544726490167,0.09560139973958333,0,0.5485585147049863,ok,352.6446762084961
6,9,700,1024,1,0.42736502462875336,1.7,-13.64962946666222,13.64962946666222,0.782746711855163,0.07198333740234375,0,0.22856744645341137,ok,224.75751876831055
6,10,250,128,3,0.6784562264356486,1.125,-13.085224959510333,13.085224959510333,0.7732637712306724,0.583648681640625,0,0.16938244109526307,ok,285.2334358692169
6,11,500,512,4,0.41589364386408,4.0,-35.13196167541251,35.13196167541251,0.6868211622398788,0.14496612548828125,0,0.44200626169304247,ok,360.5090260505676
7,0,100,384,1,0.542488116037321,0.475,-2.2337355405800783,2.2337355405800783,0.9057871858506837,0.17918904622395834,0,inf,ok,173.43614315986633
7,1,550,512,4,0.35760190997443086,4.2,-38.632458282060654,38.632458282060654,0.5675445181910492,0.1476593017578125,0,inf,ok,357.32026648521423
7,2,100,128,1,0.7358345511951612,0.225,-2.280047650126778,2.280047650126778,0.8900650984840723,0.58160400390625,0,inf,ok,234.98419833183289
7,3,600,512,4,0.38835569914696927,4.4,-42.19566498547293,42.19566498547293,0.6276025115751885,0.14910888671875,0,inf,ok,372.6231985092163
7,4,550,128,4,0.5918999116546724,2.7,-39.02833973223414,39.02833973223414,0.5880051455749699,0.595794677734375,0,0.555061950936877,ok,413.30174589157104
7,5,350,768,3,0.4078279361943,3.3000000000000003,-18.27641773589354,18.27641773589354,0.7200544726490167,0.09560139973958333,0,0.5485585147049863,ok,352.6446762084961
7,6,500,512,4,0.41589364386408,4.0,-35.13196167541251,35.13196167541251,0.6868211622398788,0.14496612548828125,0,0.44200626169304247,ok,360.5090260505676
7,7,450,384,3,0.4544681407323298,2.4749999999999996,-24.828948194185116,24.828948194185116,0.7114163433136179,0.19751993815104166,0,0.4224778814924993,ok,265.7718868255615
7,8,550,128,3,0.7007797619056619,2.0250000000000004,-30.693725378094353,30.693725378094353,0.8048798363113238,0.5966796875,0,0.3836435149556718,ok,147.7056438922882
7,9,300,128,2,0.6575541532514412,0.85,-11.04593082053877,11.04593082053877,0.7526388240810074,0.562469482421875,0,0.33387967720667827,ok,263.29306840896606
7,10,650,1024,1,0.4377728959349198,1.65,-12.64421948417207,12.64421948417207,0.8097003023678865,0.06584548950195312,0,0.23572858575850777,ok,187.23577308654785
7,11,700,1024,1,0.42736502462875336,1.7,-13.64962946666222,13.64962946666222,0.782746711855163,0.07198333740234375,0,0.22856744645341137,ok,224.75751876831055
