cpu_m,mem_mib,replicas,f1,f2,f3,rank,crowding_distance,status,eval_time_s,fitness
700,128,4,0.5371234069042894,3.3,-49.112552154135116,-1,0.0,ok,274.5745735168457,0.6896165179043552
350,896,3,0.42163491358461913,3.6750000000000003,-19.061609384721894,-1,0.0,ok,264.34314942359924,0.6578959656834895
100,256,3,0.5767903427726195,1.0499999999999998,-5.034508006736197,-1,0.0,ok,265.7179822921753,0.658861634493566
700,256,4,0.42678762194239145,3.8,-50.89522040073048,-1,0.0,ok,305.4132809638977,0.6828481845373886
700,384,2,0.4506889245826757,2.15,-26.221190131588482,-1,0.0,ok,159.6333465576172,0.6621289087382909
300,256,4,0.4924716668670652,2.2,-20.958587972977487,-1,0.0,ok,254.71789813041687,0.6683853124980104
600,128,4,0.586449626581707,2.9,-41.85435111258976,-1,0.0,ok,257.67409110069275,0.6777404522364696
700,384,3,0.39627971993013783,3.2249999999999996,-37.911662404539776,-1,0.0,ok,255.7348952293396,0.677469279341179
700,256,3,0.4243123308670159,2.8499999999999996,-37.49208039221703,-1,0.0,ok,260.87622237205505,0.6862327731068077
700,512,4,0.3415732492008512,4.8,-50.14661135316359,-1,0.0,ok,271.84953451156616,0.6777261910064596
700,512,2,0.44153701110919563,2.4,-26.16001184862626,-1,0.0,ok,122.58552026748657,0.6612169069251094
700,1024,4,0.32220418874227813,6.8,-50.30032467621776,-1,0.0,ok,298.62780022621155,0.6696491967419258
