generation,idx,cpu_m,mem_mib,replicas,fitness,f1,f2,f3,throughput,p95_latency_s,p99_latency_s,avg_latency_s,success_rate,total_requests,failed_requests,cpu_usage_cores,memory_usage_bytes,cpu_utilization,memory_utilization,cpu_throttling,memory_peak_usage_bytes,status,error,eval_time_s
0,0,100,640,1,0.3962450830571816,0.5246728805940702,0.725,-2.3443970817329465,2.3443970817329465,9.772173166275024,9.772173166275024,7.94307937224706,0.05150214592274678,233,221,0.0649489585950555,72307273.14285715,0.6494895859505551,0.10774623325892858,0.9349231537662656,76787712.0,ok,,200.13689804077148
0,1,250,384,2,0.6556290894125907,0.49148888081008274,1.25,-8.953866637716223,8.953866637716223,4.688716650009155,4.78641676902771,2.4092216028666753,1.0,829,0,0.13343574038309822,66511433.14285714,0.5337429615323929,0.16518293108258927,0.8064539172191239,71077888.0,ok,,196.97842812538147
0,2,600,256,1,0.6599701994775303,0.5871511016387077,0.85,-12.137993899751708,12.137993899751708,1.8461828231811523,1.8630738258361816,1.7994172763651226,1.0,1101,0,0.3698032837091387,69926912.0,0.6163388061818978,0.260498046875,0.8755808898008528,80187392.0,ok,,194.77896165847778
0,3,100,128,4,0.6587482957201061,0.6971996142059922,0.9,-6.654849536642935,6.654849536642935,7.294845342636108,8.912019729614258,3.2021804684363073,1.0,636,0,0.057067596982359366,66214473.14285714,0.5706759698235936,0.49333626883370535,0.8095908788026093,78491648.0,ok,,274.15238761901855
0,4,250,512,1,0.5520934984712502,0.5324451139095008,0.75,-4.769656351379012,4.769656351379012,4.590571880340576,11.367654085159302,4.625304834232774,0.9706546275395034,443,13,0.15654151221193072,67546550.85714285,0.6261660488477229,0.12581525530133927,0.9196341853385329,77983744.0,ok,,220.89811086654663
0,5,500,512,1,0.6590318088851151,0.4701782351950193,1.0,-9.649519752244183,9.649519752244183,2.3602988719940186,2.3662972450256348,2.2568206727841478,1.0,885,0,0.30020066664079464,68521398.85714285,0.6004013332815893,0.12763105119977677,0.7970611823041011,76931072.0,ok,,167.59349370002747
0,6,250,1024,4,0.6540960838146772,0.39842488154752914,5.0,-17.172740297968215,17.172740297968215,3.2429358959198,4.014467477798462,1.2578465431777355,1.0,1576,0,0.12407086585052865,65476315.428571425,0.4962834634021146,0.06097957066127232,0.7238479015227927,78385152.0,ok,,334.9690442085266
0,7,700,128,3,0.6723851511232577,0.6337577740129774,2.4749999999999996,-38.3448706886492,38.3448706886492,1.2846474647521973,1.515798807144165,0.5597326075303387,1.0,3491,0,0.3854772738146516,68195279.23809524,0.5506818197352166,0.5080944242931548,0.6736434777134549,79708160.0,ok,,247.42492198944092
0,8,650,896,2,0.6568133088337158,0.38692151620360105,3.05,-24.742529531842678,24.742529531842678,1.6913084983825684,1.7164599895477295,0.8747957586074449,1.0,2246,0,0.31662256831495306,66050048.0,0.48711164356146625,0.07030160086495536,0.69309788034247,75862016.0,ok,,197.8495466709137
0,9,300,384,3,0.6611808103360155,0.4841648403563344,2.0250000000000004,-15.849157039245712,15.849157039245712,2.778167963027954,3.8905818462371826,1.3647958734803949,1.0,1452,0,0.16947235824555795,66898797.71428572,0.5649078608185265,0.16614496140252977,0.7749499606605854,77864960.0,ok,,288.65480399131775
0,10,700,768,2,0.6820546139321861,0.2762446740589041,2.9,-27.05331409096142,27.05331409096142,1.4986786842346191,1.6137990951538086,0.7988816609667453,1.0,2461,0,0.36742957033435386,64867766.85714286,0.5248993861919341,0.08055042085193452,0.4617555020891624,73068544.0,ok,,198.9965078830719
0,11,150,896,1,0.49301139168285035,0.45846015226397746,1.025,-2.661926883100719,2.661926883100719,11.683950185775757,12.883740663528442,8.597819508839047,0.9239543726235742,263,20,0.09042247536947287,66330624.0,0.6028165024631525,0.07060023716517858,0.832138112842687,79654912.0,ok,,207.8224766254425
1,0,700,768,2,0.6820546139321861,0.2762446740589041,2.9,-27.05331409096142,27.05331409096142,1.4986786842346191,1.6137990951538086,0.7988816609667453,1.0,2461,0,0.36742957033435386,64867766.85714286,0.5248993861919341,0.08055042085193452,0.4617555020891624,73068544.0,ok,,198.9965078830719
1,1,350,768,1,0.6497397459365531,0.4888262730220576,1.1,-6.661885311803701,6.661885311803701,3.3878798484802246,3.3923354148864746,3.2860538874491687,1.0,617,0,0.19899674783988366,67311323.42857143,0.5685621366853819,0.0835847400483631,0.8828140857576569,76374016.0,ok,,167.48782563209534
1,2,700,128,3,0.6723851511232577,0.6337577740129774,2.4749999999999996,-38.3448706886492,38.3448706886492,1.2846474647521973,1.515798807144165,0.5597326075303387,1.0,3491,0,0.3854772738146516,68195279.23809524,0.5506818197352166,0.5080944242931548,0.6736434777134549,79708160.0,ok,,247.42492198944092
1,3,350,768,2,0.6485298150610703,0.49894725248307276,2.2,-13.405755183219377,13.405755183219377,3.208590507507324,3.3886444568634033,1.61088610755501,1.0,1237,0,0.23124269918893287,69667986.28571428,0.660693426254094,0.0865111578078497,0.8984631491718746,80072704.0,ok,,137.02154850959778
1,4,700,384,2,0.6621289087382909,0.4506889245826757,2.15,-26.221190131588482,26.221190131588482,1.6062376499176025,1.6341936588287354,0.8244998361119081,1.0,2386,0,0.3507467634148324,66670592.0,0.501066804878332,0.16557820638020834,0.7084355477330597,77688832.0,ok,,159.6333465576172
1,5,450,128,3,0.666179165509107,0.6655676464979294,1.7249999999999999,-25.042071289800624,25.042071289800624,1.870405673980713,2.2331125736236572,0.8629454928531981,1.0,2280,0,0.24894950741119076,69487079.61904763,0.5532211275804239,0.5177190871465774,0.744404335964609,78749696.0,ok,,255.39971566200256
1,6,700,128,2,0.6614008088145708,0.6856026589418914,1.65,-26.873260440988176,26.873260440988176,1.5010340213775635,1.61562180519104,0.8055058253727673,1.0,2433,0,0.3972165903380369,64741376.0,0.5674522719114813,0.48236083984375,0.8116350053837829,75104256.0,ok,,219.67345261573792
1,7,200,640,2,0.6535094715894383,0.4905316574695589,1.65,-7.380427171395602,7.380427171395602,5.690940618515015,6.000717639923096,2.943419736870647,1.0,676,0,0.12070885740534391,67339410.28571428,0.6035442870267196,0.10034354073660715,0.8624292817359928,79613952.0,ok,,162.57399559020996
