cpu_m,mem_mib,replicas,f1,f2,f3,rank,crowding_distance,status,eval_time_s
100,128,1,0.7358345511951612,0.225,-2.280047650126778,0,inf,ok,234.98419833183289
100,384,1,0.542488116037321,0.475,-2.2337355405800783,0,inf,ok,173.43614315986633
650,896,4,0.32735544517021137,6.1,-46.33825532717911,0,inf,ok,263.8942322731018
700,896,3,0.3112247101272354,4.725,-38.57916903578346,0,inf,ok,321.0097978115082
600,640,3,0.3707851261659122,3.6750000000000003,-32.89609565551532,0,0.43547907554578935,ok,256.6899859905243
700,128,2,0.6477379663034982,1.65,-27.192597814148638,0,0.42140535056220285,ok,200.53556180000305
600,256,4,0.4282651376602365,3.4,-41.139114478709295,0,0.3761820729349318,ok,373.1713309288025
500,256,2,0.5232312857304742,1.5,-19.059483348032007,0,0.3391123386667804,ok,257.6246099472046
650,1024,1,0.4377728959349198,1.65,-12.64421948417207,0,0.33237765185334067,ok,187.23577308654785
100,128,3,0.708037726580744,0.675,-5.224298981036345,0,0.29499976026954733,ok,254.90459275245667
600,256,3,0.49369488042097276,2.55,-32.02013994991794,0,0.29358280893624844,ok,342.5196852684021
500,256,1,0.5826007879522566,0.75,-10.097035538681974,0,0.2869152550673435,ok,177.0424771308899
