cpu_m,mem_mib,replicas,f1,f2,f3,crowding_distance,status,eval_time_s,fitness
500,256,4,0.4825386987713237,3.0,-34.966477102829124,0.0,ok,339.22277426719666,0.6713786927611982
450,1024,1,0.44372489597387815,1.45,-8.737749705821354,0.0,ok,168.27474308013916,0.6524575995356086
250,384,2,0.4971090369319466,1.25,-8.941380604574919,0.0,ok,228.4748077392578,0.6569842606003196
250,256,4,0.49684901591931396,2.0,-17.077105856403012,0.0,ok,269.01036190986633,0.6639202556423266
450,896,4,0.3399939829214347,5.3,-30.747622330729904,0.0,ok,319.6725835800171,0.6667643004625841
350,256,3,0.5091454416378216,1.7999999999999998,-19.049369225196553,0.0,ok,282.08433389663696,0.668671110890291
450,256,4,0.4621878322935152,2.8,-31.10617470418375,0.0,ok,265.8725423812866,0.6723565311656886
250,128,4,0.6608701464792194,1.5,-17.10924642188081,0.0,ok,283.12192463874817,0.6613377605310766
550,640,4,0.3765551137396074,4.7,-39.014575032378275,0.0,ok,303.7255964279175,0.6652143830817854
700,256,4,0.43879126556108333,3.8,-49.041044377637476,0.0,ok,247.86275172233582,0.6811433756774398
450,256,3,0.5140516163166141,2.0999999999999996,-24.62655404810293,0.0,ok,262.66812539100647,0.6686469545540725
500,640,4,0.3889014554083456,4.5,-34.79820432786992,0.0,ok,334.1431577205658,0.6622625581923427
