generation,idx,cpu_m,mem_mib,replicas,fitness,f1,f2,f3,throughput,p95_latency_s,p99_latency_s,avg_latency_s,success_rate,total_requests,failed_requests,cpu_usage_cores,memory_usage_bytes,cpu_utilization,memory_utilization,cpu_throttling,memory_peak_usage_bytes,status,error,eval_time_s
0,0,500,256,4,0.6713786927611982,0.4825386987713237,3.0,-34.966477102829124,34.966477102829124,1.414745569229126,1.9619197845458984,0.616843778979549,1.0,3171,0,0.2517759536683403,69703972.57142857,0.5035519073366806,0.2596675327845982,0.6689653369957724,79486976.0,ok,,339.22277426719666
0,1,400,512,2,0.6521454797527598,0.4634709613003865,1.8,-14.260362520810643,14.260362520810643,2.8977952003479004,2.9595401287078857,1.5165901990897754,1.0,1315,0,0.19083600883038396,66470765.71428572,0.47709002207595985,0.1238114493233817,0.779145291741398,79347712.0,ok,,191.56357502937317
0,2,100,512,3,0.5108301858998798,0.4820856452126958,1.7999999999999998,-4.79996388497253,4.79996388497253,8.692408800125122,9.68901777267456,4.039760487497803,0.9400428265524625,467,28,0.05683063569668022,64131267.047619045,0.5683063569668021,0.11945379348028273,0.8192204237261729,77819904.0,ok,,286.84152579307556
0,3,550,128,1,0.6599974599290257,0.7087037736261321,0.675,-10.357786623578013,10.357786623578013,2.1851720809936523,2.29111909866333,2.1075633761752,1.0,948,0,0.3272794617790777,67592777.14285715,0.5950535668710503,0.5036054338727679,0.8383670199085141,77717504.0,ok,,176.19412446022034
0,4,200,640,1,0.554306318943508,0.5105088287305383,0.825,-3.6378930525440576,3.6378930525440576,9.47571587562561,11.425168752670288,6.091439316758012,0.9713467048710601,349,10,0.1201708733123897,66504411.428571425,0.6008543665619485,0.09909929547991071,0.9012300598048266,80388096.0,ok,,204.5224051475525
0,5,550,896,4,0.6698168671001574,0.3238366665249642,5.7,-37.591471070608826,37.591471070608826,1.6030552387237549,2.0929043292999268,0.5730537168079886,1.0,3405,0,0.2761131409241128,69270089.14285715,0.502023892589296,0.07372891173070792,0.5624944128490355,80027648.0,ok,,303.6700701713562
0,6,350,256,3,0.668671110890291,0.5091454416378216,1.7999999999999998,-19.049369225196553,19.049369225196553,2.5918891429901123,3.09110689163208,1.1373664750816772,1.0,1737,0,0.19596529589147121,65119378.28571428,0.5599008454042035,0.24258858816964285,0.7252458393303308,78663680.0,ok,,282.08433389663696
0,7,300,384,3,0.6616457956181816,0.45918828970266684,2.0250000000000004,-15.419412301107316,15.419412301107316,3.557835102081299,3.892530918121338,1.403489779212013,1.0,1414,0,0.1578866252273625,67430302.47619048,0.526288750757875,0.1674649677579365,0.7221485520615837,79011840.0,ok,,245.05022072792053
0,8,500,256,1,0.6576348819697013,0.5831151040294258,0.75,-9.391222428097173,9.391222428097173,2.400513172149658,2.419813632965088,2.3180917559398546,1.0,864,0,0.31144433208951305,63066697.14285714,0.6228886641790261,0.23494175502232142,0.8821725908713515,76251136.0,ok,,195.97650718688965
0,9,300,768,1,0.6524907056878851,0.4723802468942219,1.05,-5.678433233225877,5.678433233225877,3.9720044136047363,3.9773454666137695,3.8431492493875505,1.0,531,0,0.17758269390521467,65019904.0,0.5919423130173822,0.08073933919270833,0.8505527301165688,75866112.0,ok,,187.71104764938354
0,10,600,640,1,0.6495433556582048,0.5289801255169329,1.225,-11.43175389917364,11.43175389917364,1.9717309474945068,1.9773588180541992,1.9102705301294005,1.0,1035,0,0.37078496392056665,64774144.0,0.6179749398676111,0.09652099609375,0.9392407686119907,79671296.0,ok,,151.59270215034485
0,11,350,896,1,0.6479437923466156,0.4949306357484002,1.225,-6.6106224621523415,6.6106224621523415,3.4640212059020996,3.4828968048095703,3.289222929521329,1.0,601,0,0.22169638756492094,70052132.57142857,0.6334182501854885,0.0745612942442602,0.9074856088293897,77393920.0,ok,,196.59308505058289
1,0,500,256,4,0.6713786927611982,0.4825386987713237,3.0,-34.966477102829124,34.966477102829124,1.414745569229126,1.9619197845458984,0.616843778979549,1.0,3171,0,0.2517759536683403,69703972.57142857,0.5035519073366806,0.2596675327845982,0.6689653369957724,79486976.0,ok,,339.22277426719666
1,1,450,1024,1,0.6524575995356086,0.44372489597387815,1.45,-8.737749705821354,8.737749705821354,2.649777889251709,2.6694889068603516,2.4981578733936045,1.0,795,0,0.25749151642593404,62502034.28571428,0.572203369835409,0.05820955548967634,0.8204446344770532,71946240.0,ok,,168.27474308013916
1,2,250,384,2,0.6569842606003196,0.4971090369319466,1.25,-8.941380604574919,8.941380604574919,4.5215723514556885,4.669255256652832,2.4219474316796483,1.0,827,0,0.13741998495204372,65955547.428571425,0.5496799398081749,0.1638023739769345,0.8018250888378515,77467648.0,ok,,228.4748077392578
1,3,250,256,4,0.6639202556423266,0.49684901591931396,2.0,-17.077105856403012,17.077105856403012,3.1844916343688965,4.385312795639038,1.2655771101419344,1.0,1566,0,0.12002651735816809,65214756.571428575,0.48010606943267237,0.24294389997209823,0.7002104830105029,78782464.0,ok,,269.01036190986633
1,4,450,896,4,0.6667643004625841,0.3399939829214347,5.3,-30.747622330729904,30.747622330729904,1.7128252983093262,2.116168737411499,0.6999301604735546,1.0,2808,0,0.22959739741340318,66397037.71428572,0.5102164386964515,0.07067092584103954,0.5965529072491194,78389248.0,ok,,319.6725835800171
1,5,350,256,3,0.668671110890291,0.5091454416378216,1.7999999999999998,-19.049369225196553,19.049369225196553,2.5918891429901123,3.09110689163208,1.1373664750816772,1.0,1737,0,0.19596529589147121,65119378.28571428,0.5599008454042035,0.24258858816964285,0.7252458393303308,78663680.0,ok,,282.08433389663696
1,6,450,256,4,0.6723565311656886,0.4621878322935152,2.8,-31.10617470418375,31.10617470418375,1.8397564888000488,2.288177251815796,0.6936245562970237,1.0,2821,0,0.2182003488845418,68170166.85714285,0.4848896641878706,0.2539536612374442,0.6305981987667179,78860288.0,ok,,265.8725423812866
1,7,250,128,4,0.6613377605310766,0.6608701464792194,1.5,-17.10924642188081,17.10924642188081,2.7868337631225586,3.3981971740722656,1.2616451132608628,1.0,1571,0,0.12724705906666273,66504996.571428575,0.5089882362666509,0.49550083705357145,0.7351924413959388,78725120.0,ok,,283.12192463874817
1,8,550,640,4,0.6652143830817854,0.3765551137396074,4.7,-39.014575032378275,39.014575032378275,1.3983781337738037,1.7655749320983887,0.5501468132624584,1.0,3553,0,0.27340544306017633,67191808.0,0.4971008055639569,0.10012359619140625,0.6338292216198399,80048128.0,ok,,303.7255964279175
1,9,700,256,4,0.6811433756774398,0.43879126556108333,3.8,-49.041044377637476,49.041044377637476,1.1677823066711426,1.4623217582702637,0.43734107480361284,1.0,4430,0,0.3558659337920245,68402176.0,0.5083799054171779,0.2548179626464844,0.5803718377627917,79781888.0,ok,,247.86275172233582
1,10,450,256,3,0.6686469545540725,0.5140516163166141,2.0999999999999996,-24.62655404810293,24.62655404810293,1.9060578346252441,2.3528122901916504,0.8772908488519483,1.0,2242,0,0.2486655155492211,66261772.19047619,0.5525900345538246,0.2468443371000744,0.7311824562660407,79704064.0,ok,,262.66812539100647
1,11,500,640,4,0.6622625581923427,0.3889014554083456,4.5,-34.79820432786992,34.79820432786992,1.543043613433838,1.9665610790252686,0.6198608822309566,1.0,3151,0,0.24525798135326854,66553709.71428572,0.4905159627065371,0.0991727556501116,0.6593702936291912,79478784.0,ok,,334.1431577205658
2,0,700,256,4,0.6811433756774398,0.43879126556108333,3.8,-49.041044377637476,49.041044377637476,1.1677823066711426,1.4623217582702637,0.43734107480361284,1.0,4430,0,0.3558659337920245,68402176.0,0.5083799054171779,0.2548179626464844,0.5803718377627917,79781888.0,ok,,247.86275172233582
2,1,650,768,3,0.6647806213700136,0.3704755881630363,4.199999999999999,-34.21835564196554,34.21835564196554,1.6113178730010986,1.7534756660461426,0.6295270464022186,1.0,3102,0,0.3366687222372803,64863085.71428572,0.5179518803650466,0.08054460797991071,0.641967411677635,79712256.0,ok,,246.58624625205994
2,2,100,512,2,0.43894835070426225,0.4933865859014887,1.2,-3.0528755409624577,3.0528755409624577,11.154099464416504,13.288891315460205,6.083933056394259,0.7973421926910299,301,61,0.05394200043347509,61128704.0,0.5394200043347509,0.113861083984375,0.8430277494396962,77172736.0,ok,,232.280620098114
2,3,450,256,3,0.6686469545540725,0.5140516163166141,2.0999999999999996,-24.62655404810293,24.62655404810293,1.9060578346252441,2.3528122901916504,0.8772908488519483,1.0,2242,0,0.2486655155492211,66261772.19047619,0.5525900345538246,0.2468443371000744,0.7311824562660407,79704064.0,ok,,262.66812539100647
