cpu_m,mem_mib,replicas,f1,f2,f3,rank,crowding_distance,status,eval_time_s,fitness
350,256,4,0.4443292600025334,2.4,-21.44408011599498,-1,0.0,ok,273.4208731651306,0.6729610818031748
300,640,2,0.47696816866918534,1.85,-11.291508351747996,-1,0.0,ok,222.2201952934265,0.6544666772280137
500,256,1,0.5640281679948103,0.75,-9.355087293237837,-1,0.0,ok,165.94434595108032,0.6611113279158135
450,256,4,0.4657099267356413,2.8,-31.933983445082596,-1,0.0,ok,299.770391702652,0.6749611866212941
500,384,4,0.43743747973783387,3.5,-35.73206367543403,-1,0.0,ok,285.3707346916199,0.6673648545096595
400,384,4,0.4234574800707196,3.1,-27.186320440951103,-1,0.0,ok,247.35097861289978,0.6658954589887647
550,1024,3,0.3666959161095959,4.65,-30.78211498111883,-1,0.0,ok,238.74283361434937,0.6626951056876456
450,640,4,0.3809399374140088,4.3,-31.59626280830062,-1,0.0,ok,260.19926738739014,0.6636086426802522
250,128,4,0.6678866190680154,1.5,-17.679379481274456,-1,0.0,ok,251.9740309715271,0.6633320583495769
450,384,3,0.42631218487753,2.4749999999999996,-24.90798152170902,-1,0.0,ok,244.21788787841797,0.6702340188315996
450,896,4,0.382279515324722,5.3,-32.35621454556842,-1,0.0,ok,262.71959948539734,0.658350191029985
500,256,3,0.5088914522557859,2.25,-27.743230138674893,-1,0.0,ok,246.00126099586487,0.6687841079947798
