cpu_m,mem_mib,replicas,f1,f2,f3,rank,crowding_distance,status,eval_time_s,fitness
300,384,1,0.4976175669364036,0.675,-5.712852921259003,-1,0.0,ok,203.84663724899292,0.6562797875074073
350,256,4,0.4443292600025334,2.4,-21.44408011599498,-1,0.0,ok,273.4208731651306,0.6729610818031748
550,1024,4,0.3138395390295981,6.2,-38.4078558027242,-1,0.0,ok,251.38453006744385,0.6696245841765865
500,896,1,0.48197305201733764,1.375,-9.970840615353557,-1,0.0,ok,186.73503994941711,0.6498682431822574
550,896,3,0.3966056634632418,4.275,-30.570148148693676,-1,0.0,ok,271.2644944190979,0.6624350440541491
200,128,4,0.6350974223356807,1.3,-13.734673610211571,-1,0.0,ok,273.14069390296936,0.6644525956441092
150,896,1,0.45846015226397746,1.025,-2.661926883100719,-1,0.0,ok,207.8224766254425,0.49301139168285035
150,384,2,0.49380777083542676,1.05,-5.048762054480604,-1,0.0,ok,204.71841406822205,0.6531772397417802
200,896,4,0.41026554257860043,4.3,-14.025595358411922,-1,0.0,ok,313.78487515449524,0.6543673295455394
550,384,3,0.45355866173268744,2.7750000000000004,-30.446732832516815,-1,0.0,ok,280.29851388931274,0.6665480829090487
150,128,4,0.6677480181662186,1.1,-9.655056078126744,-1,0.0,ok,300.6334319114685,0.6600932687745368
200,128,1,0.696206718310554,0.325,-3.4102520172365307,-1,0.0,ok,192.1959569454193,0.5543294918973697
