cpu_m,mem_mib,replicas,f1,f2,f3,crowding_distance,status,eval_time_s
150,128,1,0.6873863012831561,0.275,-2.9540273705246585,inf,ok,163.2516474723816
700,1024,4,0.3128948295164746,6.8,-49.40521524638845,inf,ok,275.82803106307983
600,256,1,0.27721346002163294,0.85,-6.979602433060719,inf,ok,130.3541555404663
250,128,1,0.7316591366708113,0.375,-4.479179872676727,inf,ok,207.35576581954956
650,896,3,0.3693107414402643,4.574999999999999,-34.81231118689877,0.5312907357608223,ok,326.8342306613922
200,256,1,0.5746826031055664,0.45,-3.751463719341903,0.5305671741769971,ok,235.6654167175293
700,768,1,0.48379085645322034,1.45,-13.602093864172371,0.5057419125160881,ok,213.46158862113953
550,256,3,0.4845744856672824,2.4000000000000004,-30.526460638112347,0.48613646895922813,ok,252.53583455085754
600,1024,4,0.3224621912146378,6.4,-42.07600636940064,0.45444261226002125,ok,401.88901805877686
700,1024,2,0.39042541000826053,3.4,-26.816102273044788,0.43981792427796784,ok,246.62034726142883
550,896,4,0.34841085996805327,5.7,-39.756940534449534,0.43396213434735725,ok,343.5681550502777
200,128,3,0.6847744657322051,0.9750000000000001,-10.65682078773661,0.3701189407514428,ok,361.22775626182556
