cpu_m,mem_mib,replicas,f1,f2,f3,crowding_distance,status,eval_time_s
700,1024,4,0.3128948295164746,6.8,-49.40521524638845,inf,ok,275.82803106307983
600,256,1,0.27721346002163294,0.85,-6.979602433060719,inf,ok,130.3541555404663
250,128,1,0.7316591366708113,0.375,-4.479179872676727,inf,ok,207.35576581954956
100,128,1,0.7056623092949144,0.225,-2.3197678932077066,inf,ok,196.43987703323364
700,512,4,0.32063845075946545,4.8,-48.89259057884806,0.5209037425486394,ok,275.8348639011383
650,896,3,0.3693107414402643,4.574999999999999,-34.81231118689877,0.47347445337048166,ok,326.8342306613922
650,384,4,0.4045066558153167,4.1,-45.55257748061577,0.40966951875980906,ok,271.2867600917816
550,128,3,0.6263042089311894,2.0250000000000004,-29.691252119933452,0.37684895870283697,ok,250.9473853111267
600,128,2,0.6701248881111399,1.45,-23.221758863275582,0.3081181761676539,ok,232.7512834072113
650,256,4,0.44387078737112523,3.6,-46.657381810682566,0.28844282541092137,ok,219.08299088478088
700,896,1,0.4547185878176539,1.575,-13.881465287424962,0.2814221819804963,ok,252.2642047405243
600,384,1,0.48603420457390173,0.975,-11.798831460858947,0.2536355458941506,ok,225.40965843200684
