generation,idx,cpu_m,mem_mib,replicas,f1,f2,f3,throughput_rps,cpu_throttle_rate,mem_peak_ratio,rank,crowding_distance,status,eval_time_s
1,3,500,896,3,0.4054462008182916,4.125,-27.274908959710395,27.274908959710395,0.7267859563240832,0.0841064453125,0,0.15162102155283763,ok,374.3386971950531
1,4,700,768,1,0.48379085645322034,1.45,-13.602093864172371,13.602093864172371,0.8708816803543573,0.09670003255208333,0,0.21114236410023168,ok,213.46158862113953
1,5,200,256,3,0.5435241472973127,1.35,-10.35034681614789,10.35034681614789,0.7944915318993128,0.2925567626953125,1,inf,ok,314.77436995506287
1,6,200,128,3,0.6847744657322051,0.9750000000000001,-10.65682078773661,10.65682078773661,0.7975579646675353,0.571990966796875,0,0.13859961637222518,ok,361.22775626182556
1,7,450,896,4,0.37302661901976475,5.3,-32.59620615430078,32.59620615430078,0.6616067397136366,0.08444649832589286,1,inf,ok,268.54008078575134
1,8,550,384,4,0.40901283047779424,3.7,-39.69867136527113,39.69867136527113,0.6202208920753801,0.19780476888020834,0,0.199000104065761,ok,344.786408662796
1,9,500,384,3,0.4471394186064178,2.625,-27.762341615285646,27.762341615285646,0.6997597942440856,0.19451904296875,0,0.19350848989176805,ok,280.30906772613525
1,10,450,768,4,0.38847851029046415,4.8,-31.781812401633218,31.781812401633218,0.6782530003986367,0.09870402018229167,1,2.547704277149602,ok,332.6651711463928
1,11,200,896,3,0.42312977346993247,3.2249999999999996,-10.651547340017114,10.651547340017114,0.7645727096072756,0.08168683733258929,0,0.21907407486241032,ok,336.3856861591339
2,0,150,128,1,0.6873863012831561,0.275,-2.9540273705246585,2.9540273705246585,0.8699508252225623,0.50482177734375,0,0.14221183655334335,ok,163.2516474723816
2,1,700,1024,4,0.3128948295164746,6.8,-49.40521524638845,49.40521524638845,0.5535240340329493,0.072265625,0,inf,ok,275.82803106307983
2,2,600,256,1,0.27721346002163294,0.85,-6.979602433060719,6.979602433060719,0.27401615344170344,0.2804107666015625,0,inf,ok,130.3541555404663
2,3,250,128,1,0.7316591366708113,0.375,-4.479179872676727,4.479179872676727,0.8798221795916226,0.58349609375,0,inf,ok,207.35576581954956
2,4,650,896,3,0.3693107414402643,4.574999999999999,-34.81231118689877,34.81231118689877,0.6542665372890107,0.08435494559151786,0,0.47347445337048166,ok,326.8342306613922
2,5,200,256,1,0.5746826031055664,0.45,-3.751463719341903,3.751463719341903,0.8733184532814453,0.2760467529296875,0,0.26281490670077196,ok,235.6654167175293
2,6,700,768,1,0.48379085645322034,1.45,-13.602093864172371,13.602093864172371,0.8708816803543573,0.09670003255208333,0,0.21114236410023168,ok,213.46158862113953
2,7,550,256,3,0.4845744856672824,2.4000000000000004,-30.526460638112347,30.526460638112347,0.6759360807095648,0.293212890625,0,0.2594597306807723,ok,252.53583455085754
2,8,600,1024,4,0.3224621912146378,6.4,-42.07600636940064,42.07600636940064,0.5711099903394319,0.07381439208984375,1,inf,ok,401.88901805877686
2,9,700,1024,2,0.39042541000826053,3.4,-26.816102273044788,26.816102273044788,0.7066740316864429,0.07417678833007812,0,0.3004240440078386,ok,246.62034726142883
2,10,550,896,4,0.34841085996805327,5.7,-39.756940534449534,39.756940534449534,0.6120177299807494,0.08480398995535714,1,inf,ok,343.5681550502777
2,11,200,128,3,0.6847744657322051,0.9750000000000001,-10.65682078773661,10.65682078773661,0.7975579646675353,0.571990966796875,0,0.13859961637222518,ok,361.22775626182556
3,0,150,128,1,0.6873863012831561,0.275,-2.9540273705246585,2.9540273705246585,0.8699508252225623,0.50482177734375,0,0.14221183655334335,ok,163.2516474723816
3,1,700,1024,4,0.3128948295164746,6.8,-49.40521524638845,49.40521524638845,0.5535240340329493,0.072265625,0,inf,ok,275.82803106307983
3,2,600,256,1,0.27721346002163294,0.85,-6.979602433060719,6.979602433060719,0.27401615344170344,0.2804107666015625,0,inf,ok,130.3541555404663
3,3,250,128,1,0.7316591366708113,0.375,-4.479179872676727,4.479179872676727,0.8798221795916226,0.58349609375,0,inf,ok,207.35576581954956
3,4,550,896,4,0.34841085996805327,5.7,-39.756940534449534,39.756940534449534,0.6120177299807494,0.08480398995535714,1,inf,ok,343.5681550502777
3,5,550,256,3,0.4845744856672824,2.4000000000000004,-30.526460638112347,30.526460638112347,0.6759360807095648,0.293212890625,0,0.2594597306807723,ok,252.53583455085754
3,6,650,896,3,0.3693107414402643,4.574999999999999,-34.81231118689877,34.81231118689877,0.6542665372890107,0.08435494559151786,0,0.47347445337048166,ok,326.8342306613922
3,7,700,128,4,0.5640221100273586,3.3,-48.117835136426784,48.117835136426784,0.531120391929717,0.596923828125,0,0.3156166291734807,ok,341.26190400123596
3,8,300,128,4,0.6547314279490039,1.7,-21.463544643324024,21.463544643324024,0.7297814594136327,0.579681396484375,1,inf,ok,280.6593539714813
3,9,700,512,3,0.3962779140657318,3.5999999999999996,-37.946916630513556,37.946916630513556,0.6450796318424011,0.1474761962890625,0,0.21915088693147172,ok,265.52957916259766
3,10,700,768,1,0.48379085645322034,1.45,-13.602093864172371,13.602093864172371,0.8708816803543573,0.09670003255208333,0,0.21114236410023168,ok,213.46158862113953
3,11,550,128,2,0.6752097861681181,1.35,-20.743212638725062,20.743212638725062,0.7631087813206113,0.587310791015625,0,0.21718510794453919,ok,184.55543088912964
4,0,150,128,1,0.6873863012831561,0.275,-2.9540273705246585,2.9540273705246585,0.8699508252225623,0.50482177734375,0,0.14221183655334335,ok,163.2516474723816
4,1,700,1024,4,0.3128948295164746,6.8,-49.40521524638845,49.40521524638845,0.5535240340329493,0.072265625,0,inf,ok,275.82803106307983
4,2,600,256,1,0.27721346002163294,0.85,-6.979602433060719,6.979602433060719,0.27401615344170344,0.2804107666015625,0,inf,ok,130.3541555404663
4,3,250,128,1,0.7316591366708113,0.375,-4.479179872676727,4.479179872676727,0.8798221795916226,0.58349609375,0,inf,ok,207.35576581954956
4,4,700,512,3,0.3962779140657318,3.5999999999999996,-37.946916630513556,37.946916630513556,0.6450796318424011,0.1474761962890625,0,0.21915088693147172,ok,265.52957916259766
4,5,600,256,2,0.5259102488163988,1.7,-22.331463463122667,22.331463463122667,0.7622544575937351,0.2895660400390625,0,0.21375811271191245,ok,200.75156950950623
4,6,700,128,4,0.5640221100273586,3.3,-48.117835136426784,48.117835136426784,0.531120391929717,0.596923828125,0,0.3156166291734807,ok,341.26190400123596
4,7,550,256,3,0.4845744856672824,2.4000000000000004,-30.526460638112347,30.526460638112347,0.6759360807095648,0.293212890625,0,0.2594597306807723,ok,252.53583455085754
4,8,700,512,4,0.32063845075946545,4.8,-48.89259057884806,48.89259057884806,0.49229771450721216,0.14897918701171875,0,0.5209037425486394,ok,275.8348639011383
4,9,650,896,3,0.3693107414402643,4.574999999999999,-34.81231118689877,34.81231118689877,0.6542665372890107,0.08435494559151786,0,0.47347445337048166,ok,326.8342306613922
4,10,300,128,3,0.6675396064459709,1.275,-15.517405428373143,15.517405428373143,0.7479515273450669,0.587127685546875,0,0.17523060392714068,ok,300.00215554237366
4,11,450,768,1,0.4510023121562414,1.2,-8.760882687432478,8.760882687432478,0.8124101012005037,0.08959452311197917,0,0.2445134630222633,ok,176.59602737426758
5,0,150,128,1,0.6873863012831561,0.275,-2.9540273705246585,2.9540273705246585,0.8699508252225623,0.50482177734375,0,0.14221183655334335,ok,163.2516474723816
5,1,700,1024,4,0.3128948295164746,6.8,-49.40521524638845,49.40521524638845,0.5535240340329493,0.072265625,0,inf,ok,275.82803106307983
5,2,600,256,1,0.27721346002163294,0.85,-6.979602433060719,6.979602433060719,0.27401615344170344,0.2804107666015625,0,inf,ok,130.3541555404663
5,3,250,128,1,0.7316591366708113,0.375,-4.479179872676727,4.479179872676727,0.8798221795916226,0.58349609375,0,inf,ok,207.35576581954956
5,4,600,256,2,0.5259102488163988,1.7,-22.331463463122667,22.331463463122667,0.7622544575937351,0.2895660400390625,0,0.21375811271191245,ok,200.75156950950623
5,5,650,896,3,0.3693107414402643,4.574999999999999,-34.81231118689877,34.81231118689877,0.6542665372890107,0.08435494559151786,0,0.47347445337048166,ok,326.8342306613922
5,6,700,512,4,0.32063845075946545,4.8,-48.89259057884806,48.89259057884806,0.49229771450721216,0.14897918701171875,0,0.5209037425486394,ok,275.8348639011383
5,7,550,128,3,0.6263042089311894,2.0250000000000004,-29.691252119933452,29.691252119933452,0.658614277237379,0.593994140625,0,0.37684895870283697,ok,250.9473853111267
5,8,700,128,3,0.641249832158434,2.4749999999999996,-38.28246345486092,38.28246345486092,0.683805816660618,0.59869384765625,0,0.23428089577754366,ok,262.26161885261536
5,9,700,128,4,0.5640221100273586,3.3,-48.117835136426784,48.117835136426784,0.531120391929717,0.596923828125,0,0.3156166291734807,ok,341.26190400123596
5,10,700,512,3,0.3962779140657318,3.5999999999999996,-37.946916630513556,37.946916630513556,0.6450796318424011,0.1474761962890625,0,0.21915088693147172,ok,265.52957916259766
5,11,150,896,3,0.4213311861313311,3.0749999999999997,-7.637054930136238,7.637054930136238,0.7587215938028408,0.08394077845982142,1,3.0,ok,253.9528214931488
6,0,150,128,1,0.6873863012831561,0.275,-2.9540273705246585,2.9540273705246585,0.8699508252225623,0.50482177734375,0,0.14221183655334335,ok,163.2516474723816
6,1,700,1024,4,0.3128948295164746,6.8,-49.40521524638845,49.40521524638845,0.5535240340329493,0.072265625,0,inf,ok,275.82803106307983
6,2,600,256,1,0.27721346002163294,0.85,-6.979602433060719,6.979602433060719,0.27401615344170344,0.2804107666015625,0,inf,ok,130.3541555404663
6,3,250,128,1,0.7316591366708113,0.375,-4.479179872676727,4.479179872676727,0.8798221795916226,0.58349609375,0,inf,ok,207.35576581954956
6,4,700,512,4,0.32063845075946545,4.8,-48.89259057884806,48.89259057884806,0.49229771450721216,0.14897918701171875,0,0.5209037425486394,ok,275.8348639011383
6,5,600,256,2,0.5259102488163988,1.7,-22.331463463122667,22.331463463122667,0.7622544575937351,0.2895660400390625,0,0.21375811271191245,ok,200.75156950950623
6,6,700,896,1,0.4547185878176539,1.575,-13.881465287424962,13.881465287424962,0.8270222760817364,0.08241489955357142,0,0.2814221819804963,ok,252.2642047405243
6,7,650,384,4,0.4045066558153167,4.1,-45.55257748061577,45.55257748061577,0.6108931944431334,0.1981201171875,0,0.40966951875980906,ok,271.2867600917816
6,8,550,128,3,0.6263042089311894,2.0250000000000004,-29.691252119933452,29.691252119933452,0.658614277237379,0.593994140625,0,0.37684895870283697,ok,250.9473853111267
6,9,600,384,1,0.48603420457390173,0.975,-11.798831460858947,11.798831460858947,0.7709880868821785,0.201080322265625,0,0.2536355458941506,ok,225.40965843200684
6,10,650,896,3,0.3693107414402643,4.574999999999999,-34.81231118689877,34.81231118689877,0.6542665372890107,0.08435494559151786,0,0.47347445337048166,ok,326.8342306613922
6,11,700,128,3,0.641249832158434,2.4749999999999996,-38.28246345486092,38.28246345486092,0.683805816660618,0.59869384765625,0,0.23428089577754366,ok,262.26161885261536
7,0,700,1024,4,0.3128948295164746,6.8,-49.40521524638845,49.40521524638845,0.5535240340329493,0.072265625,0,inf,ok,275.82803106307983
7,1,600,256,1,0.27721346002163294,0.85,-6.979602433060719,6.979602433060719,0.27401615344170344,0.2804107666015625,0,inf,ok,130.3541555404663
7,2,250,128,1,0.7316591366708113,0.375,-4.479179872676727,4.479179872676727,0.8798221795916226,0.58349609375,0,inf,ok,207.35576581954956
7,3,100,128,1,0.7056623092949144,0.225,-2.3197678932077066,2.3197678932077066,0.8589564545273286,0.5523681640625,0,inf,ok,196.43987703323364
7,4,700,512,4,0.32063845075946545,4.8,-48.89259057884806,48.89259057884806,0.49229771450721216,0.14897918701171875,0,0.5209037425486394,ok,275.8348639011383
7,5,650,896,3,0.3693107414402643,4.574999999999999,-34.81231118689877,34.81231118689877,0.6542665372890107,0.08435494559151786,0,0.47347445337048166,ok,326.8342306613922
7,6,650,384,4,0.4045066558153167,4.1,-45.55257748061577,45.55257748061577,0.6108931944431334,0.1981201171875,0,0.40966951875980906,ok,271.2867600917816
7,7,550,128,3,0.6263042089311894,2.0250000000000004,-29.691252119933452,29.691252119933452,0.658614277237379,0.593994140625,0,0.37684895870283697,ok,250.9473853111267
7,8,600,128,2,0.6701248881111399,1.45,-23.221758863275582,23.221758863275582,0.7613618367691549,0.578887939453125,0,0.3081181761676539,ok,232.7512834072113
7,9,650,256,4,0.44387078737112523,3.6,-46.657381810682566,46.657381810682566,0.5907445044297505,0.2969970703125,0,0.28844282541092137,ok,219.08299088478088
7,10,700,896,1,0.4547185878176539,1.575,-13.881465287424962,13.881465287424962,0.8270222760817364,0.08241489955357142,0,0.2814221819804963,ok,252.2642047405243
7,11,600,384,1,0.48603420457390173,0.975,-11.798831460858947,11.798831460858947,0.7709880868821785,0.201080322265625,0,0.2536355458941506,ok,225.40965843200684
