cpu_m,mem_mib,replicas,f1,f2,f3,rank,crowding_distance,status,eval_time_s
150,128,1,0.6873863012831561,0.275,-2.9540273705246585,0,inf,ok,163.2516474723816
700,1024,4,0.3128948295164746,6.8,-49.40521524638845,0,inf,ok,275.82803106307983
600,256,1,0.27721346002163294,0.85,-6.979602433060719,0,inf,ok,130.3541555404663
250,128,1,0.7316591366708113,0.375,-4.479179872676727,0,inf,ok,207.35576581954956
700,512,3,0.3962779140657318,3.5999999999999996,-37.946916630513556,0,0.6342448343660948,ok,265.52957916259766
600,256,2,0.5259102488163988,1.7,-22.331463463122667,0,0.5195362820868941,ok,200.75156950950623
700,128,4,0.5640221100273586,3.3,-48.117835136426784,0,0.5152486287684777,ok,341.26190400123596
550,256,3,0.4845744856672824,2.4000000000000004,-30.526460638112347,0,0.5107956702664762,ok,252.53583455085754
700,512,4,0.32063845075946545,4.8,-48.89259057884806,0,0.4928531119610639,ok,275.8348639011383
650,896,3,0.3693107414402643,4.574999999999999,-34.81231118689877,0,0.4699764472162564,ok,326.8342306613922
300,128,3,0.6675396064459709,1.275,-15.517405428373143,0,0.39392869993106827,ok,300.00215554237366
450,768,1,0.4510023121562414,1.2,-8.760882687432478,0,0.3387405484192271,ok,176.59602737426758
